level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3205	4146	-1	
2	1	1	0	0	0	236	60	2520	3991	-1	
3	1	1	1	0	0	236	60	2520	3991	-1	
4	1	1	1	1	0	1222	60	554	137	-1	
5	1	1	1	1	1	1222	60	135	137	38.878502	<
5	1	1	1	1	2	1411	107	365	41	96.442276	EMBRAER
4	1	1	1	2	0	1168	224	662	41	-1	
5	1	1	1	2	1	1168	224	328	41	96.158493	MAINTENANCE
5	1	1	1	2	2	1514	225	190	40	96.158493	MANUAL
5	1	1	1	2	3	1718	225	112	39	96.469444	WITH
4	1	1	1	3	0	1211	287	577	41	-1	
5	1	1	1	3	1	1211	287	305	41	95.578537	ILLUSTRATED
5	1	1	1	3	2	1533	287	145	41	96.603607	PARTS
5	1	1	1	3	3	1695	287	93	41	96.984138	LIST
4	1	1	1	4	0	236	433	2520	181	-1	
5	1	1	1	4	1	236	433	1193	178	0.000000	[evsevine|
5	1	1	1	4	2	767	429	268	247	5.509262	vofiir
5	1	1	1	4	3	1117	429	248	247	46.583744	[Rite
5	1	1	1	4	4	1425	429	125	247	26.450165	|
5	1	1	1	4	5	1565	435	1191	179	0.000000	cseounne|
5	1	1	1	4	6	2084	429	289	247	51.831589	reir
5	1	1	1	4	7	2537	429	207	247	36.359180	en
4	1	1	1	5	0	902	497	1740	38	-1	
5	1	1	1	5	1	902	499	90	34	96.770828	PER
5	1	1	1	5	2	1153	497	160	36	96.374931	STOCK
5	1	1	1	5	3	2230	501	90	34	96.536629	PER
5	1	1	1	5	4	2482	499	160	36	95.742126	STOCK
4	1	1	1	6	0	329	550	2351	39	-1	
5	1	1	1	6	1	329	550	353	36	91.020996	CH-SEC-UN-FIG
5	1	1	1	6	2	700	546	33	55	58.948597	|
5	1	1	1	6	3	768	551	104	34	59.908199	ITEM]
5	1	1	1	6	4	898	551	124	36	92.062172	ASSY
5	1	1	1	6	5	1155	550	198	35	96.648376	NUMBER
5	1	1	1	6	6	1657	553	353	36	90.679657	CH-SEC-UN-FIG
5	1	1	1	6	7	2028	549	29	55	68.591232	|
5	1	1	1	6	8	2089	554	105	34	54.185722	ITEM]
5	1	1	1	6	9	2226	553	124	36	79.894638	ASSY
5	1	1	1	6	10	2484	552	196	35	96.833458	NUMBER
4	1	1	1	7	0	285	629	1459	36	-1	
5	1	1	1	7	1	285	629	150	36	91.060364	1002-F
5	1	1	1	7	2	1594	629	150	36	91.060364	1002-F
4	1	1	1	8	0	383	702	1961	36	-1	
5	1	1	1	8	1	383	702	266	36	86.991623	25-21-00-37
5	1	1	1	8	2	799	702	52	36	96.576004	60
5	1	1	1	8	3	984	702	24	36	96.858070	8
5	1	1	1	8	4	1718	702	269	36	91.246513	25-21-00-58
5	1	1	1	8	5	2092	702	96	36	91.917419	-185
5	1	1	1	8	6	2319	702	25	36	97.004745	4
4	1	1	1	9	0	383	775	1961	36	-1	
5	1	1	1	9	1	383	775	266	36	86.991623	25-21-00-37
5	1	1	1	9	2	755	775	95	36	92.231529	-187
5	1	1	1	9	3	983	775	25	36	97.004745	4
