level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3205	4146	-1	
2	1	1	0	0	0	122	60	2634	3991	-1	
3	1	1	1	0	0	122	60	2634	3991	-1	
4	1	1	1	1	0	1222	60	554	137	-1	
5	1	1	1	1	1	1222	60	135	137	38.878502	<
5	1	1	1	1	2	1411	107	365	41	96.442276	EMBRAER
4	1	1	1	2	0	1168	224	662	41	-1	
5	1	1	1	2	1	1168	224	328	41	96.158493	MAINTENANCE
5	1	1	1	2	2	1514	225	190	40	96.158493	MANUAL
5	1	1	1	2	3	1718	225	112	39	96.469444	WITH
4	1	1	1	3	0	1211	287	577	41	-1	
5	1	1	1	3	1	1211	287	305	41	95.578537	ILLUSTRATED
5	1	1	1	3	2	1533	287	145	41	96.603607	PARTS
5	1	1	1	3	3	1695	287	93	41	96.984138	LIST
4	1	1	1	4	0	236	433	2520	181	-1	
5	1	1	1	4	1	232	429	42	247	12.839470	[
5	1	1	1	4	2	236	433	1193	178	0.000000	evseouine|
5	1	1	1	4	3	767	429	268	247	0.000000	vofiir
5	1	1	1	4	4	1117	429	248	247	44.075974	[Rie
5	1	1	1	4	5	1425	429	42	247	70.728241	|
5	1	1	1	4	6	1528	429	63	247	18.918533	|
5	1	1	1	4	7	1565	435	1191	179	1.353378	seounne|
5	1	1	1	4	8	2084	429	289	247	48.173733	reir
5	1	1	1	4	9	2455	429	289	247	37.655468	[on
4	1	1	1	5	0	902	497	1740	38	-1	
5	1	1	1	5	1	902	499	90	34	96.770828	PER
5	1	1	1	5	2	1153	497	160	36	96.374931	STOCK
5	1	1	1	5	3	2230	501	90	34	96.536629	PER
5	1	1	1	5	4	2482	499	160	36	95.742126	STOCK
4	1	1	1	6	0	329	550	2351	39	-1	
5	1	1	1	6	1	329	550	353	36	91.020996	CH-SEC-UN-FIG
5	1	1	1	6	2	700	546	33	55	58.948597	|
5	1	1	1	6	3	768	551	104	34	59.908199	ITEM]
5	1	1	1	6	4	898	551	124	36	92.062172	ASSY
5	1	1	1	6	5	1155	550	198	35	96.648376	NUMBER
5	1	1	1	6	6	1657	553	353	36	90.679657	CH-SEC-UN-FIG
5	1	1	1	6	7	2028	549	29	55	68.591232	|
5	1	1	1	6	8	2089	554	105	34	54.185722	ITEM]
5	1	1	1	6	9	2226	553	124	36	79.894638	ASSY
5	1	1	1	6	10	2484	552	196	35	96.833458	NUMBER
4	1	1	1	7	0	257	629	1667	36	-1	
5	1	1	1	7	1	257	629	331	36	91.358505	120-29067-035
5	1	1	1	7	2	1594	629	330	36	91.369957	120-29068-023
4	1	1	1	8	0	383	702	1953	36	-1	
5	1	1	1	8	1	383	702	267	36	89.800362	25-21-00-16
5	1	1	1	8	2	786	702	57	36	86.974823	-11
5	1	1	1	8	3	987	702	13	36	91.486755	1
5	1	1	1	8	4	1718	702	261	36	84.850960	25-21-00-41
5	1	1	1	8	5	2166	702	13	36	91.486755	1
5	1	1	1	8	6	2323	702	13	36	91.486755	1
4	1	1	1	9	0	257	775	2079	36	-1	
5	1	1	1	9	1	257	775	330	36	88.937820	120-29067-037
5	1	1	1	9	2	1718	775	261	36	91.046310	25-21-00-51
5	1	1	1	9	3	2147	775	40	36	89.405518	-2
5	1	1	1	9	4	2323	775	13	36	91.486755	1
4	1	1	1	10	0	383	849	1541	36	-1	
5	1	1	1	10	1	383	849	267	36	87.828217	25-21-00-05
5	1	1	1	10	2	810	849	40	36	89.405518	-2
5	1	1	1	10	3	987	849	13	36	91.486755	1
5	1	1	1	10	4	1594	849	330	36	91.278122	120-29068-025
4	1	1	1	11	0	122	921	2214	54	-1	
5	1	1	1	11	1	122	924	22	51	51.098675	i
5	1	1	1	11	2	383	921	302	36	87.704941	25-21-00-05A
5	1	1	1	11	3	830	921	13	36	91.486755	1
5	1	1	1	11	4	987	921	13	36	91.486755	1
5	1	1	1	11	5	1718	921	268	36	88.100395	25-21-00-42
5	1	1	1	11	6	2166	921	13	36	91.486755	1
5	1	1	1	11	7	2323	921	13	36	91.486755	1
4	1	1	1	12	0	383	995	1953	36	-1	
5	1	1	1	12	1	383	995	267	36	90.694206	25-21-00-15
5	1	1	1	12	2	810	995	40	36	89.405518	-2
5	1	1	1	12	3	987	995	13	36	91.486755	1
5	1	1	1	12	4	1718	995	269	36	92.413681	25-21-00-53
5	1	1	1	12	5	2166	995	13	36	91.486755	1
5	1	1	1	12	6	2323	995	13	36	91.486755	1
4	1	1	1	13	0	257	1069	1666	36	-1	
5	1	1	1	13	1	257	1069	323	36	90.663414	120-29068-001
5	1	1	1	13	2	1594	1069	329	36	87.602882	120-29068-027
4	1	1	1	14	0	383	1141	1953	36	-1	
5	1	1	1	14	1	383	1141	267	36	78.402283	25-21-00-56
5	1	1	1	14	2	830	1141	13	36	91.486755	1
5	1	1	1	14	3	987	1141	13	36	91.486755	1
5	1	1	1	14	4	1718	1141	261	36	84.850960	25-21-00-41
5	1	1	1	14	5	2147	1141	40	36	89.405518	-2
5	1	1	1	14	6	2323	1141	13	36	91.486755	1
4	1	1	1	15	0	383	1215	1541	36	-1	
5	1	1	1	15	1	383	1215	266	36	55.403984	25-21-00-57
5	1	1	1	15	2	830	1215	13	36	91.486755	1
5	1	1	1	15	3	987	1215	13	36	91.486755	1
5	1	1	1	15	4	1594	1215	330	36	91.469635	120-29068-029
4	1	1	1	16	0	257	1288	2079	36	-1	
5	1	1	1	16	1	257	1288	331	36	92.482452	120-29068-003
5	1	1	1	16	2	1718	1288	269	36	92.590057	25-21-00-45
5	1	1	1	16	3	2166	1288	13	36	91.486755	1
5	1	1	1	16	4	2323	1288	13	36	91.486755	1
4	1	1	1	17	0	383	1361	1533	36	-1	
5	1	1	1	17	1	383	1361	267	36	83.560646	25-21-00-58
5	1	1	1	17	2	830	1361	13	36	91.486755	1
5	1	1	1	17	3	987	1361	13	36	91.486755	1
5	1	1	1	17	4	1594	1361	322	36	82.425026	120-29068-031
4	1	1	1	18	0	383	1435	1953	36	-1	
5	1	1	1	18	1	383	1435	267	36	88.556038	25-21-00-59
5	1	1	1	18	2	830	1435	13	36	91.486755	1
5	1	1	1	18	3	987	1435	13	36	91.486755	1
5	1	1	1	18	4	1718	1435	269	36	92.207024	25-21-00-43
5	1	1	1	18	5	2166	1435	13	36	91.486755	1
5	1	1	1	18	6	2323	1435	13	36	91.486755	1
4	1	1	1	19	0	383	1508	1541	36	-1	
5	1	1	1	19	1	383	1508	116	36	0.015907	25-2
5	1	1	1	19	2	510	1508	140	36	0.015907	1-00-60
5	1	1	1	19	3	830	1508	13	36	91.486755	1
5	1	1	1	19	4	987	1508	13	36	91.486755	1
5	1	1	1	19	5	1594	1508	330	36	90.847534	120-29068-033
4	1	1	1	20	0	257	1581	2079	36	-1	
5	1	1	1	20	1	257	1581	331	36	91.799095	120-29068-005
5	1	1	1	20	2	1718	1581	269	36	87.610367	25-21-00-44
5	1	1	1	20	3	2166	1581	13	36	91.486755	1
5	1	1	1	20	4	2323	1581	13	36	91.486755	1
4	1	1	1	21	0	383	1655	1541	36	-1	
5	1	1	1	21	1	383	1655	259	36	88.062195	25-21-00-61
5	1	1	1	21	2	830	1655	13	36	91.486755	1
5	1	1	1	21	3	987	1655	13	36	91.486755	1
5	1	1	1	21	4	1594	1655	330	36	91.720955	120-29068-035
4	1	1	1	22	0	383	1728	1953	36	-1	
5	1	1	1	22	1	383	1728	116	36	0.000000	25-2
5	1	1	1	22	2	510	1728	139	36	0.000000	1-00-62
5	1	1	1	22	3	830	1728	13	36	91.486755	1
5	1	1	1	22	4	987	1728	13	36	91.486755	1
5	1	1	1	22	5	1718	1728	117	36	0.000000	25-2
5	1	1	1	22	6	1846	1728	141	36	0.000000	1-00-46
5	1	1	1	22	7	2166	1728	13	36	91.486755	1
5	1	1	1	22	8	2323	1728	13	36	91.486755	1
4	1	1	1	23	0	257	1801	1666	36	-1	
5	1	1	1	23	1	257	1801	331	36	91.603699	120-29068-009
5	1	1	1	23	2	1594	1801	329	36	86.134789	120-29068-037
4	1	1	1	24	0	383	1875	1953	36	-1	
5	1	1	1	24	1	383	1875	116	36	0.000000	25-2
5	1	1	1	24	2	510	1875	139	36	0.000000	1-00-87
5	1	1	1	24	3	775	1875	76	36	96.572426	100
5	1	1	1	24	4	983	1875	24	36	96.976143	2
5	1	1	1	24	5	1718	1875	269	36	91.372269	25-21-00-49
5	1	1	1	24	6	2166	1875	13	36	91.486755	1
5	1	1	1	24	7	2323	1875	13	36	91.486755	1
4	1	1	1	25	0	383	1948	1541	36	-1	
5	1	1	1	25	1	383	1948	267	36	84.798904	25-21-00-89
5	1	1	1	25	2	775	1948	76	36	96.572426	100
5	1	1	1	25	3	983	1948	24	36	96.976143	2
5	1	1	1	25	4	1594	1948	330	36	91.855766	120-29068-039
4	1	1	1	26	0	383	2021	1953	36	-1	
5	1	1	1	26	1	383	2021	259	36	87.576149	25-21-00-91
5	1	1	1	26	2	775	2021	76	36	96.572426	100
5	1	1	1	26	3	983	2021	24	36	96.976143	2
5	1	1	1	26	4	1718	2021	269	36	91.686279	25-21-00-39
5	1	1	1	26	5	2147	2021	40	36	89.405518	-2
5	1	1	1	26	6	2323	2021	13	36	91.486755	1
4	1	1	1	27	0	383	2095	1953	36	-1	
5	1	1	1	27	1	383	2095	267	36	88.411362	25-21-00-95
5	1	1	1	27	2	775	2095	76	36	96.572426	100
5	1	1	1	27	3	983	2095	24	36	96.976143	2
5	1	1	1	27	4	1718	2095	269	36	90.365540	25-21-00-48
5	1	1	1	27	5	2166	2095	13	36	91.486755	1
5	1	1	1	27	6	2323	2095	13	36	91.486755	1
4	1	1	1	28	0	383	2168	1533	36	-1	
5	1	1	1	28	1	383	2168	116	36	2.495804	25-2
5	1	1	1	28	2	510	2168	140	36	2.495804	1-00-96
5	1	1	1	28	3	755	2168	88	36	92.193802	-101
5	1	1	1	28	4	983	2168	24	36	96.976143	2
5	1	1	1	28	5	1594	2168	322	36	89.520638	120-29068-041
4	1	1	1	29	0	383	2241	1953	36	-1	
5	1	1	1	29	1	383	2241	266	36	89.252609	25-21-00-97
5	1	1	1	29	2	775	2241	76	36	96.572426	100
5	1	1	1	29	3	983	2241	24	36	96.976143	2
5	1	1	1	29	4	1718	2241	269	36	90.691254	25-21-00-40
5	1	1	1	29	5	2147	2241	40	36	89.405518	-2
5	1	1	1	29	6	2323	2241	13	36	91.486755	1
4	1	1	1	30	0	383	2314	1953	36	-1	
5	1	1	1	30	1	383	2314	116	36	4.586136	25-2
5	1	1	1	30	2	510	2314	140	36	4.586136	1-00-98
5	1	1	1	30	3	775	2314	76	36	96.572426	100
5	1	1	1	30	4	983	2314	24	36	96.976143	2
5	1	1	1	30	5	1718	2314	269	36	91.302353	25-21-00-50
5	1	1	1	30	6	2147	2314	40	36	89.405518	-2
5	1	1	1	30	7	2323	2314	13	36	91.486755	1
4	1	1	1	31	0	383	2388	1541	36	-1	
5	1	1	1	31	1	383	2388	287	36	88.311523	25-21-00-101
5	1	1	1	31	2	775	2388	76	36	96.572426	100
5	1	1	1	31	3	983	2388	24	36	96.976143	2
5	1	1	1	31	4	1594	2388	330	36	91.559731	120-29068-043
4	1	1	1	32	0	257	2461	2079	36	-1	
5	1	1	1	32	1	257	2461	331	36	91.603699	120-29068-009
5	1	1	1	32	2	1718	2461	268	36	88.100395	25-21-00-42
5	1	1	1	32	3	2147	2461	40	36	89.405518	-2
5	1	1	1	32	4	2323	2461	13	36	91.486755	1
4	1	1	1	33	0	383	2534	1953	36	-1	
5	1	1	1	33	1	383	2534	294	36	81.329918	25-21-00-102
5	1	1	1	33	2	775	2534	76	36	96.572426	100
5	1	1	1	33	3	983	2534	24	36	96.976143	2
5	1	1	1	33	4	1718	2534	269	36	89.468948	25-21-00-54
5	1	1	1	33	5	2166	2534	13	36	91.486755	1
5	1	1	1	33	6	2323	2534	13	36	91.486755	1
4	1	1	1	34	0	383	2608	1541	36	-1	
5	1	1	1	34	1	383	2608	116	36	14.480896	25-21
5	1	1	1	34	2	511	2608	167	36	14.480896	-00-103
5	1	1	1	34	3	775	2608	76	36	96.572426	100
5	1	1	1	34	4	983	2608	24	36	96.976143	2
5	1	1	1	34	5	1594	2608	330	36	91.159637	120-29068-045
4	1	1	1	35	0	257	2681	2079	36	-1	
5	1	1	1	35	1	257	2681	331	36	89.493752	120-29068-013
5	1	1	1	35	2	1718	2681	261	36	84.850960	25-21-00-41
5	1	1	1	35	3	2147	2681	41	36	91.838745	-3
5	1	1	1	35	4	2323	2681	13	36	91.486755	1
4	1	1	1	36	0	383	2754	1540	36	-1	
5	1	1	1	36	1	383	2754	259	36	88.062195	25-21-00-61
5	1	1	1	36	2	810	2754	40	36	89.405518	-2
5	1	1	1	36	3	987	2754	13	36	91.486755	1
5	1	1	1	36	4	1594	2754	329	36	84.284500	120-29068-047
4	1	1	1	37	0	383	2828	1953	36	-1	
5	1	1	1	37	1	383	2828	267	36	67.914017	25-21-00-64
5	1	1	1	37	2	830	2828	13	36	91.486755	1
5	1	1	1	37	3	987	2828	13	36	91.486755	1
5	1	1	1	37	4	1718	2828	269	36	92.590057	25-21-00-45
5	1	1	1	37	5	2147	2828	40	36	89.405518	-2
5	1	1	1	37	6	2323	2828	13	36	91.486755	1
4	1	1	1	38	0	257	2901	1667	36	-1	
5	1	1	1	38	1	257	2901	331	36	91.901207	120-29068-015
5	1	1	1	38	2	1594	2901	330	36	91.474693	120-29068-049
4	1	1	1	39	0	383	2974	1953	36	-1	
5	1	1	1	39	1	383	2974	116	36	0.807861	25-2
5	1	1	1	39	2	510	2974	140	36	0.807861	1-00-63
5	1	1	1	39	3	830	2974	13	36	91.486755	1
5	1	1	1	39	4	987	2974	13	36	91.486755	1
5	1	1	1	39	5	1718	2974	268	36	91.803764	25-21-00-52
5	1	1	1	39	6	2166	2974	13	36	91.486755	1
5	1	1	1	39	7	2323	2974	13	36	91.486755	1
4	1	1	1	40	0	383	3048	1533	36	-1	
5	1	1	1	40	1	383	3048	267	36	86.295731	25-21-00-65
5	1	1	1	40	2	830	3048	13	36	91.486755	1
5	1	1	1	40	3	987	3048	13	36	91.486755	1
5	1	1	1	40	4	1594	3048	322	36	91.347496	120-29068-051
4	1	1	1	41	0	383	3121	1953	36	-1	
5	1	1	1	41	1	383	3121	116	36	15.488983	25-2
5	1	1	1	41	2	510	3121	140	36	15.488983	1-00-66
5	1	1	1	41	3	830	3121	13	36	91.486755	1
5	1	1	1	41	4	987	3121	13	36	91.486755	1
5	1	1	1	41	5	1718	3121	261	36	84.850960	25-21-00-41
5	1	1	1	41	6	2147	3121	41	36	92.162888	-4
5	1	1	1	41	7	2323	3121	13	36	91.486755	1
4	1	1	1	42	0	257	3194	2079	36	-1	
5	1	1	1	42	1	257	3194	295	36	90.995163	120-29068-01
5	1	1	1	42	2	564	3194	23	36	74.215469	7
5	1	1	1	42	3	1718	3194	268	36	91.803764	25-21-00-52
5	1	1	1	42	4	2147	3194	40	36	89.405518	-2
5	1	1	1	42	5	2323	3194	13	36	91.486755	1
4	1	1	1	43	0	383	3268	1541	36	-1	
5	1	1	1	43	1	383	3268	267	36	86.832352	25-21-00-39
5	1	1	1	43	2	830	3268	13	36	91.486755	1
5	1	1	1	43	3	987	3268	13	36	91.486755	1
5	1	1	1	43	4	1594	3268	330	36	91.525726	120-29068-053
4	1	1	1	44	0	383	3341	1953	36	-1	
5	1	1	1	44	1	383	3341	116	36	0.000000	25-2
5	1	1	1	44	2	510	3341	139	36	0.000000	1-00-47
5	1	1	1	44	3	830	3341	13	36	91.486755	1
5	1	1	1	44	4	987	3341	13	36	91.486755	1
5	1	1	1	44	5	1718	3341	269	36	92.207024	25-21-00-43
5	1	1	1	44	6	2147	3341	40	36	89.405518	-2
5	1	1	1	44	7	2323	3341	13	36	91.486755	1
4	1	1	1	45	0	257	3414	1667	36	-1	
5	1	1	1	45	1	257	3414	331	36	90.922852	120-29068-019
5	1	1	1	45	2	1594	3414	330	36	91.619904	120-29068-055
4	1	1	1	46	0	383	3488	1953	36	-1	
5	1	1	1	46	1	383	3488	116	36	0.000000	25-2
5	1	1	1	46	2	510	3488	140	36	0.000000	1-00-40
5	1	1	1	46	3	830	3488	13	36	91.486755	1
5	1	1	1	46	4	987	3488	13	36	91.486755	1
5	1	1	1	46	5	1718	3488	269	36	87.610367	25-21-00-44
5	1	1	1	46	6	2147	3488	40	36	89.405518	-2
5	1	1	1	46	7	2323	3488	13	36	91.486755	1
4	1	1	1	47	0	383	3561	1540	36	-1	
5	1	1	1	47	1	383	3561	267	36	80.484375	25-21-00-50
