level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3205	4146	-1	
2	1	1	0	0	0	233	56	2526	3936	-1	
3	1	1	1	0	0	233	56	2526	3936	-1	
4	1	1	1	1	0	1217	56	560	146	-1	
5	1	1	1	1	1	1217	56	146	146	57.113590	-<€
5	1	1	1	1	2	1411	108	366	40	96.566917	EMBRAER
4	1	1	1	2	0	1168	224	662	41	-1	
5	1	1	1	2	1	1168	224	328	41	95.945015	MAINTENANCE
5	1	1	1	2	2	1513	225	191	40	96.467644	MANUAL
5	1	1	1	2	3	1718	225	112	39	96.165459	WITH
4	1	1	1	3	0	1211	286	576	41	-1	
5	1	1	1	3	1	1211	286	304	41	95.949944	ILLUSTRATED
5	1	1	1	3	2	1534	286	144	41	96.690910	PARTS
5	1	1	1	3	3	1695	286	92	41	96.787544	LIST
4	1	1	1	4	0	233	402	1595	42	-1	
5	1	1	1	4	1	233	402	257	42	96.024353	CHAPTER
5	1	1	1	4	2	1571	402	257	42	96.070747	CHAPTER
4	1	1	1	5	0	233	475	1576	42	-1	
5	1	1	1	5	1	233	475	238	42	96.356651	SECTION
5	1	1	1	5	2	1571	475	238	42	96.295692	SECTION
4	1	1	1	6	0	233	548	2430	61	-1	
5	1	1	1	6	1	233	551	246	42	96.263641	SUBJECT
5	1	1	1	6	2	839	551	142	42	96.460114	PAGE
5	1	1	1	6	3	1201	548	153	61	96.547729	DATE
5	1	1	1	6	4	1571	551	246	42	96.318169	SUBJECT
5	1	1	1	6	5	2165	551	142	42	96.633629	PAGE
5	1	1	1	6	6	2519	552	144	48	96.253769	DATE
4	1	1	1	7	0	240	694	2503	51	-1	
5	1	1	1	7	1	240	694	158	40	91.225403	25-IPL
5	1	1	1	7	2	854	695	114	39	96.860710	1276
5	1	1	1	7	3	1185	694	84	41	96.162132	Jan
5	1	1	1	7	4	1293	694	122	40	96.727325	15/01
5	1	1	1	7	5	1561	694	158	40	91.992149	25-IPL
5	1	1	1	7	6	2125	694	18	17	91.622726	*
5	1	1	1	7	7	2175	695	114	39	95.716507	1314
5	1	1	1	7	8	2507	694	87	51	94.950249	Apr
5	1	1	1	7	9	2614	694	129	40	96.870911	10/06
4	1	1	1	8	0	240	766	2503	52	-1	
5	1	1	1	8	1	240	767	158	40	91.225403	25-IPL
5	1	1	1	8	2	854	768	114	39	96.728394	1277
5	1	1	1	8	3	1177	766	94	52	95.244858	Sep
5	1	1	1	8	4	1291	767	131	40	96.951424	30/98
5	1	1	1	8	5	1561	767	158	40	91.992149	25-IPL
5	1	1	1	8	6	2175	768	114	39	96.798080	1315
5	1	1	1	8	7	2510	767	64	41	95.756752	Jul
5	1	1	1	8	8	2614	767	129	40	95.931374	15/02
4	1	1	1	9	0	240	840	2503	52	-1	
5	1	1	1	9	1	240	841	158	40	91.225403	25-IPL
5	1	1	1	9	2	854	842	114	39	96.713745	1278
5	1	1	1	9	3	1177	840	94	52	95.244858	Sep
5	1	1	1	9	4	1291	841	131	40	96.951424	30/98
5	1	1	1	9	5	1561	841	158	40	91.992149	25-IPL
5	1	1	1	9	6	2175	842	113	39	96.892082	1316
5	1	1	1	9	7	2498	840	93	52	95.136421	Sep
5	1	1	1	9	8	2611	841	132	40	95.136421	30/98
4	1	1	1	10	0	240	913	2503	52	-1	
5	1	1	1	10	1	240	914	158	40	91.225403	25-IPL
5	1	1	1	10	2	854	915	114	39	96.718063	1279
5	1	1	1	10	3	1177	913	94	52	95.244858	Sep
5	1	1	1	10	4	1291	914	131	40	96.951424	30/98
5	1	1	1	10	5	1561	914	158	40	91.992149	25-IPL
5	1	1	1	10	6	2125	914	18	17	91.587852	*
5	1	1	1	10	7	2175	915	114	39	96.334854	1317
5	1	1	1	10	8	2492	914	86	51	94.552231	Apr
5	1	1	1	10	9	2614	914	129	40	94.552231	10/06
4	1	1	1	11	0	240	987	2503	51	-1	
5	1	1	1	11	1	240	987	158	40	91.225403	25-IPL
5	1	1	1	11	2	804	987	18	17	93.025002	*
5	1	1	1	11	3	854	988	114	39	94.893578	1280
5	1	1	1	11	4	1187	987	86	51	96.488297	Apr
5	1	1	1	11	5	1294	987	128	40	96.367775	10/06
5	1	1	1	11	6	1561	987	158	40	91.992149	25-IPL
5	1	1	1	11	7	2125	987	18	17	92.344589	*
5	1	1	1	11	8	2175	988	114	39	96.317749	1318
5	1	1	1	11	9	2492	987	86	51	94.552231	Apr
5	1	1	1	11	10	2614	987	129	40	94.552231	10/06
4	1	1	1	12	0	240	1060	2503	52	-1	
5	1	1	1	12	1	240	1061	158	40	91.225403	25-IPL
5	1	1	1	12	2	804	1061	18	17	92.176544	*
5	1	1	1	12	3	854	1062	107	39	96.478920	1281
5	1	1	1	12	4	1187	1061	86	51	96.488297	Apr
5	1	1	1	12	5	1294	1061	128	40	96.367775	10/06
5	1	1	1	12	6	1561	1061	158	40	91.992149	25-IPL
5	1	1	1	12	7	2175	1062	113	39	96.497162	1319
5	1	1	1	12	8	2498	1060	93	52	95.136421	Sep
5	1	1	1	12	9	2611	1061	132	40	95.136421	30/98
4	1	1	1	13	0	240	1133	2503	52	-1	
5	1	1	1	13	1	240	1134	158	40	91.225403	25-IPL
5	1	1	1	13	2	854	1135	114	39	96.890648	1282
5	1	1	1	13	3	1177	1133	94	52	95.244858	Sep
5	1	1	1	13	4	1291	1134	131	40	96.951424	30/98
5	1	1	1	13	5	1561	1134	158	40	91.992149	25-IPL
5	1	1	1	13	6	2175	1135	113	39	96.794601	1320
5	1	1	1	13	7	2498	1133	93	52	95.136421	Sep
5	1	1	1	13	8	2611	1134	132	40	95.136421	30/98
4	1	1	1	14	0	240	1207	2503	51	-1	
5	1	1	1	14	1	240	1207	158	40	91.225403	25-IPL
5	1	1	1	14	2	804	1207	18	17	92.790779	*
5	1	1	1	14	3	854	1208	114	39	96.785896	1283
5	1	1	1	14	4	1187	1207	86	51	96.488297	Apr
5	1	1	1	14	5	1294	1207	128	40	96.367775	10/06
5	1	1	1	14	6	1561	1207	158	40	91.992149	25-IPL
5	1	1	1	14	7	2125	1207	18	17	92.306267	*
5	1	1	1	14	8	2175	1208	107	39	95.985451	1321
5	1	1	1	14	9	2492	1207	86	51	94.552231	Apr
5	1	1	1	14	10	2614	1207	129	40	94.552231	10/06
4	1	1	1	15	0	240	1280	2503	52	-1	
5	1	1	1	15	1	240	1281	158	40	91.225403	25-IPL
5	1	1	1	15	2	804	1281	18	17	92.786850	*
5	1	1	1	15	3	854	1282	114	39	96.216667	1284
5	1	1	1	15	4	1187	1281	86	51	96.488297	Apr
5	1	1	1	15	5	1294	1281	128	40	96.367775	10/06
5	1	1	1	15	6	1561	1281	158	40	91.992149	25-IPL
5	1	1	1	15	7	2175	1282	113	39	96.641121	1322
5	1	1	1	15	8	2498	1280	93	52	95.136421	Sep
5	1	1	1	15	9	2611	1281	132	40	95.136421	30/98
4	1	1	1	16	0	240	1353	2503	52	-1	
5	1	1	1	16	1	240	1354	158	40	91.225403	25-IPL
5	1	1	1	16	2	854	1355	114	39	96.792938	1285
5	1	1	1	16	3	1185	1354	84	41	96.162132	Jan
5	1	1	1	16	4	1293	1354	122	40	96.727325	15/01
5	1	1	1	16	5	1561	1354	158	40	91.992149	25-IPL
5	1	1	1	16	6	2175	1355	113	39	96.872299	1323
5	1	1	1	16	7	2498	1353	93	52	95.136421	Sep
5	1	1	1	16	8	2611	1354	132	40	95.136421	30/98
4	1	1	1	17	0	240	1426	2503	52	-1	
5	1	1	1	17	1	240	1427	158	40	91.225403	25-IPL
5	1	1	1	17	2	804	1427	18	17	93.023293	*
5	1	1	1	17	3	854	1428	114	39	96.073090	1286
5	1	1	1	17	4	1187	1427	86	51	96.488297	Apr
5	1	1	1	17	5	1294	1427	128	40	96.367775	10/06
5	1	1	1	17	6	1561	1427	158	40	91.992149	25-IPL
5	1	1	1	17	7	2175	1428	113	39	96.601143	1324
5	1	1	1	17	8	2498	1426	93	52	95.136421	Sep
5	1	1	1	17	9	2611	1427	132	40	95.136421	30/98
4	1	1	1	18	0	240	1501	2503	51	-1	
5	1	1	1	18	1	240	1501	158	40	91.225403	25-IPL
