level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3205	4146	-1	
2	1	1	0	0	0	330	60	2640	3991	-1	
3	1	1	1	0	0	330	60	2640	3991	-1	
4	1	1	1	1	0	1430	60	554	137	-1	
5	1	1	1	1	1	1430	60	135	137	38.878502	<
5	1	1	1	1	2	1619	107	365	41	96.442276	EMBRAER
4	1	1	1	2	0	1376	224	663	41	-1	
5	1	1	1	2	1	1376	224	329	41	96.151108	MAINTENANCE
5	1	1	1	2	2	1722	225	190	40	96.324028	MANUAL
5	1	1	1	2	3	1927	225	112	39	96.324028	WITH
4	1	1	1	3	0	1419	287	577	41	-1	
5	1	1	1	3	1	1419	287	304	41	96.571609	ILLUSTRATED
5	1	1	1	3	2	1741	287	145	41	96.921844	PARTS
5	1	1	1	3	3	1903	287	93	41	96.991638	LIST
4	1	1	1	4	0	450	420	2520	181	-1	
5	1	1	1	4	1	450	420	1192	179	0.000000	[ensevine
5	1	1	1	4	2	981	416	268	247	32.652756	raiser
5	1	1	1	4	3	1331	416	248	247	49.797760	[Rite
5	1	1	1	4	4	1639	416	104	247	0.000000	|
5	1	1	1	4	5	1778	423	1192	178	7.774612	seounne|
5	1	1	1	4	6	2360	416	227	247	35.562500	iy
5	1	1	1	4	7	2669	416	289	247	32.313797	[an
4	1	1	1	5	0	1115	484	1740	40	-1	
5	1	1	1	5	1	1115	486	90	34	96.808304	PER
5	1	1	1	5	2	1367	484	159	36	96.037819	STOCK
5	1	1	1	5	3	2443	490	90	34	96.808304	PER
5	1	1	1	5	4	2695	487	160	36	95.510246	STOCK
4	1	1	1	6	0	542	537	2352	40	-1	
5	1	1	1	6	1	542	538	354	36	91.862411	CH-SEC-UN-FIG
5	1	1	1	6	2	913	534	33	55	56.345100	|
5	1	1	1	6	3	981	539	104	34	57.713203	ITEM]
5	1	1	1	6	4	1111	538	124	36	92.544250	ASSY
5	1	1	1	6	5	1369	537	197	35	96.827995	NUMBER
5	1	1	1	6	6	1870	541	354	36	91.395088	CH-SEC-UN-FIG
5	1	1	1	6	7	2245	533	28	53	76.334564	|
5	1	1	1	6	8	2303	542	104	34	59.025490	ITEM]
5	1	1	1	6	9	2439	541	125	36	90.632210	ASSY
5	1	1	1	6	10	2697	540	197	35	96.444283	NUMBER
4	1	1	1	7	0	465	623	1500	38	-1	
5	1	1	1	7	1	465	623	198	38	92.504257	1002-C/6
5	1	1	1	7	2	1815	624	150	36	91.060364	1002-F
4	1	1	1	8	0	590	697	1962	36	-1	
5	1	1	1	8	1	590	697	268	36	91.375679	25-21-00-65
5	1	1	1	8	2	963	697	96	36	92.380211	-186
5	1	1	1	8	3	1191	697	25	36	97.004745	4
5	1	1	1	8	4	1926	697	268	36	91.251526	25-21-00-17
5	1	1	1	8	5	2319	697	76	36	96.273361	140
