level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	3299	-1	
2	1	1	0	0	0	358	123	2003	2838	-1	
3	1	1	1	0	0	358	123	2000	2679	-1	
4	1	1	1	1	0	802	123	1388	63	-1	
5	1	1	1	1	1	802	143	423	43	90.669098	EMBRAER
5	1	1	1	1	2	1361	123	284	41	69.740814	COMPONENT
5	1	1	1	1	3	1662	123	323	41	96.297600	MAINTENANCE
5	1	1	1	1	4	2002	124	188	40	96.297600	MANUAL
4	1	1	1	2	0	1359	185	703	41	-1	
5	1	1	1	2	1	1359	186	109	39	96.741814	WITH
5	1	1	1	2	2	1487	185	303	41	96.892090	ILLUSTRATED
5	1	1	1	2	3	1808	185	145	41	96.392189	PARTS
5	1	1	1	2	4	1970	185	92	41	96.725365	LIST
4	1	1	1	3	0	1063	316	590	30	-1	
5	1	1	1	3	1	1063	316	180	30	96.844109	SERVICE
5	1	1	1	3	2	1260	316	200	30	96.067688	BULLETIN
5	1	1	1	3	3	1477	316	176	30	96.067688	RECORD
4	1	1	1	4	0	410	455	1819	27	-1	
5	1	1	1	4	1	410	455	161	27	96.704201	SERVICE
5	1	1	1	4	2	1032	455	95	27	96.501587	DATE
5	1	1	1	4	3	1142	455	48	27	96.501587	OF
5	1	1	1	4	4	1450	455	160	27	96.566971	SERVICE
5	1	1	1	4	5	2072	455	95	27	96.640244	DATE
5	1	1	1	4	6	2181	455	48	27	96.640244	OF
4	1	1	1	5	0	404	471	1901	77	-1	
5	1	1	1	5	1	404	471	173	62	96.986153	BULLETIN
5	1	1	1	5	2	653	471	219	77	42.633598	DIRECTIVES
5	1	1	1	5	3	956	471	309	62	96.389381	INCORPORATION
5	1	1	1	5	4	1443	471	173	62	96.932228	BULLETIN
5	1	1	1	5	5	1692	471	220	77	3.907127	DIRECTIVES
5	1	1	1	5	6	1996	496	309	27	96.505997	INCORPORATION
4	1	1	1	6	0	412	538	1865	27	-1	
5	1	1	1	6	1	412	538	157	27	96.735909	NUMBER
5	1	1	1	6	2	987	538	84	27	94.722107	INTO
5	1	1	1	6	3	1086	538	152	27	96.647812	MANUAL
5	1	1	1	6	4	1452	538	157	27	96.691895	NUMBER
5	1	1	1	6	5	2026	538	84	27	94.802490	INTO
5	1	1	1	6	6	2125	538	152	27	94.802490	MANUAL
4	1	1	1	7	0	358	2767	2000	35	-1	
5	1	1	1	7	1	358	2767	107	27	95.246429	NOTE:
5	1	1	1	7	2	485	2767	255	27	95.973007	INFORMATION
5	1	1	1	7	3	775	2767	199	27	96.860130	BULLETINS
5	1	1	1	7	4	1007	2767	56	35	96.481865	(IB)
5	1	1	1	7	5	1094	2767	75	27	96.088730	ARE
5	1	1	1	7	6	1203	2767	202	27	96.088730	NORMALLY
5	1	1	1	7	7	1439	2767	133	27	96.421417	ISSUED
5	1	1	1	7	8	1604	2767	50	27	96.283981	TO
5	1	1	1	7	9	1687	2767	164	27	96.759277	PROVIDE
5	1	1	1	7	10	1883	2767	177	27	93.972641	GENERAL
5	1	1	1	7	11	2094	2767	264	27	93.972641	INFORMATION.
3	1	1	2	0	0	484	2808	1877	33	-1	
4	1	1	2	1	0	484	2808	1877	33	-1	
5	1	1	2	1	1	484	2808	197	33	96.690346	HOWEVER,
5	1	1	2	1	2	719	2808	159	27	96.211136	CERTAIN
5	1	1	2	1	3	917	2808	255	27	94.047058	INFORMATION
5	1	1	2	1	4	1211	2808	199	27	94.047058	BULLETINS
5	1	1	2	1	5	1447	2808	77	27	94.796669	MAY
5	1	1	2	1	6	1559	2808	163	27	94.796669	CONTAIN
5	1	1	2	1	7	1757	2808	224	27	95.499916	ADDITIONAL
5	1	1	2	1	8	2017	2808	256	27	95.666252	PROCEDURAL
5	1	1	2	1	9	2308	2808	53	27	96.282394	OR
3	1	1	3	0	0	484	2850	1875	29	-1	
4	1	1	3	1	0	484	2850	1875	29	-1	
5	1	1	3	1	1	484	2850	267	27	79.730316	MODIFICATION
5	1	1	3	1	2	791	2850	255	27	89.956161	INFORMATION
5	1	1	3	1	3	1081	2850	124	27	96.666580	WHICH
5	1	1	3	1	4	1244	2850	102	27	95.018181	MUST
5	1	1	3	1	5	1383	2850	45	27	95.534554	BE
5	1	1	3	1	6	1465	2850	276	27	96.177399	DISSEMINATED
