level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3205	4146	-1	
2	1	1	0	0	0	450	60	2520	3991	-1	
3	1	1	1	0	0	450	60	2520	3991	-1	
4	1	1	1	1	0	1430	60	554	137	-1	
5	1	1	1	1	1	1430	60	135	137	38.878502	<
5	1	1	1	1	2	1619	107	365	41	96.442276	EMBRAER
4	1	1	1	2	0	1376	224	663	41	-1	
5	1	1	1	2	1	1376	224	329	41	96.012711	MAINTENANCE
5	1	1	1	2	2	1722	225	190	40	95.944878	MANUAL
5	1	1	1	2	3	1927	225	112	39	96.766121	WITH
4	1	1	1	3	0	1419	287	577	41	-1	
5	1	1	1	3	1	1419	287	304	41	84.998749	ILLUSTRATED
5	1	1	1	3	2	1741	287	145	41	96.718910	PARTS
5	1	1	1	3	3	1903	287	93	41	96.774300	LIST
4	1	1	1	4	0	450	420	2520	181	-1	
5	1	1	1	4	1	446	416	478	229	0.000000	osecuvne|
5	1	1	1	4	2	980	416	306	229	3.799973	reaper
5	1	1	1	4	3	1342	416	230	229	3.799973	fate
5	1	1	1	4	4	1629	416	58	229	54.261723	|
5	1	1	1	4	5	1778	423	1192	178	0.000000	[cnsseanno|
5	1	1	1	4	6	2297	416	230	229	4.927307	neuf
5	1	1	1	4	7	2659	423	306	178	28.435867	[Rn
4	1	1	1	5	0	1115	484	1740	40	-1	
5	1	1	1	5	1	1115	486	90	34	96.507393	PER
5	1	1	1	5	2	1367	484	158	36	96.713318	STOCK
5	1	1	1	5	3	2443	490	90	34	96.607376	PER
5	1	1	1	5	4	2695	487	160	36	96.131508	STOCK
4	1	1	1	6	0	542	537	2352	40	-1	
5	1	1	1	6	1	542	538	354	36	65.925896	CH-SEC-UN-FIG]
5	1	1	1	6	2	981	539	104	34	83.557968	ITEM]
5	1	1	1	6	3	1111	538	124	36	91.348206	ASSY
5	1	1	1	6	4	1369	537	197	35	96.780754	NUMBER
5	1	1	1	6	5	1870	541	354	36	75.470047	CH-SEC-UN-FIG]
5	1	1	1	6	6	2303	542	104	34	88.289726	ITEM]
5	1	1	1	6	7	2439	541	125	36	88.289726	ASSY
5	1	1	1	6	8	2697	540	197	35	96.755974	NUMBER
4	1	1	1	7	0	465	624	1659	36	-1	
5	1	1	1	7	1	465	624	331	36	89.952766	120-29068-059
5	1	1	1	7	2	1801	624	323	36	90.075485	120-29070-001
4	1	1	1	8	0	590	697	1954	36	-1	
5	1	1	1	8	1	590	697	268	36	91.572594	25-21-00-49
5	1	1	1	8	2	1018	697	40	36	89.992828	-2
5	1	1	1	8	3	1195	697	13	36	89.306458	1
5	1	1	1	8	4	1926	697	268	36	92.705391	25-21-00-87
5	1	1	1	8	5	2228	677	30	72	93.084579	|
5	1	1	1	8	6	2299	697	87	36	90.342323	-181
5	1	1	1	8	7	2531	697	13	36	89.306458	1
4	1	1	1	9	0	465	770	2079	36	-1	
5	1	1	1	9	1	465	770	323	36	89.229073	120-29068-061
5	1	1	1	9	2	1926	770	269	36	92.480507	25-21-00-95
5	1	1	1	9	3	2234	750	30	72	96.315384	|
5	1	1	1	9	4	2315	770	80	36	95.431801	210
5	1	1	1	9	5	2531	770	13	36	89.306458	1
4	1	1	1	10	0	590	843	1954	37	-1	
5	1	1	1	10	1	590	844	268	36	91.672485	25-21-00-55
5	1	1	1	10	2	1038	844	13	36	89.306458	1
5	1	1	1	10	3	1195	844	13	36	89.306458	1
5	1	1	1	10	4	1926	843	269	36	92.679955	25-21-00-98
5	1	1	1	10	5	2234	823	30	72	96.420586	|
5	1	1	1	10	6	2315	843	80	36	95.769020	210
5	1	1	1	10	7	2531	843	13	36	89.306458	1
4	1	1	1	11	0	465	917	2079	36	-1	
5	1	1	1	11	1	465	917	331	36	92.064545	120-29068-063
5	1	1	1	11	2	1926	917	288	36	70.662201	25-21-00-101]
5	1	1	1	11	3	2319	917	76	36	86.940231	180
5	1	1	1	11	4	2531	917	13	36	89.306458	1
4	1	1	1	12	0	590	990	1542	36	-1	
5	1	1	1	12	1	590	990	268	36	90.876404	25-21-00-55
5	1	1	1	12	2	1018	990	40	36	89.992828	-2
5	1	1	1	12	3	1195	990	13	36	89.306458	1
5	1	1	1	12	4	1801	990	331	36	91.949806	120-29070-003
4	1	1	1	13	0	465	1063	2079	36	-1	
5	1	1	1	13	1	465	1063	323	36	66.189163	120-29068-07
5	1	1	1	13	2	767	1043	24	72	66.189163	1
5	1	1	1	13	3	1926	1063	268	36	92.266014	25-21-00-87
5	1	1	1	13	4	2228	1043	30	72	93.056114	|
5	1	1	1	13	5	2299	1063	87	36	89.992928	-191
5	1	1	1	13	6	2531	1063	13	36	89.306458	1
4	1	1	1	14	0	590	1137	1954	36	-1	
5	1	1	1	14	1	590	1137	268	36	91.304550	25-21-00-30
5	1	1	1	14	2	1038	1137	13	36	89.306458	1
5	1	1	1	14	3	1195	1137	13	36	89.306458	1
5	1	1	1	14	4	1926	1137	260	36	89.602913	25-21-00-91
5	1	1	1	14	5	2319	1137	76	36	96.852905	180
5	1	1	1	14	6	2531	1137	13	36	89.306458	1
4	1	1	1	15	0	590	1209	1954	37	-1	
5	1	1	1	15	1	590	1209	302	36	92.065758	25-21-00-30A
5	1	1	1	15	2	1038	1209	13	36	83.334511	1
5	1	1	1	15	3	1195	1209	13	36	85.292831	1
5	1	1	1	15	4	1926	1210	269	36	92.508186	25-21-00-95
5	1	1	1	15	5	2234	1190	30	72	95.139297	|
5	1	1	1	15	6	2315	1210	80	36	94.851006	220
5	1	1	1	15	7	2531	1210	13	36	83.334511	1
4	1	1	1	16	0	590	1280	1954	39	-1	
5	1	1	1	16	1	590	1280	268	36	91.376366	25-21-00-36
5	1	1	1	16	2	1038	1280	13	36	89.306458	1
5	1	1	1	16	3	1195	1280	13	36	85.292831	1
5	1	1	1	16	4	1926	1283	269	36	92.743515	25-21-00-98
5	1	1	1	16	5	2234	1263	30	72	95.469009	|
5	1	1	1	16	6	2315	1283	80	36	95.078476	220
5	1	1	1	16	7	2531	1283	13	36	85.292831	1
4	1	1	1	17	0	465	1352	2079	41	-1	
5	1	1	1	17	1	465	1352	331	36	91.350327	120-29068-073
5	1	1	1	17	2	1926	1357	288	36	82.959923	25-21-00-101]
5	1	1	1	17	3	2319	1357	76	36	91.374054	190
5	1	1	1	17	4	2531	1357	13	36	85.292831	1
4	1	1	1	18	0	590	1423	1542	43	-1	
5	1	1	1	18	1	590	1423	260	36	89.126434	25-21-00-31
5	1	1	1	18	2	1038	1423	13	36	89.306458	1
5	1	1	1	18	3	1195	1423	13	36	85.292831	1
5	1	1	1	18	4	1801	1430	331	36	90.328377	120-29070-005
4	1	1	1	19	0	590	1495	1954	44	-1	
5	1	1	1	19	1	590	1495	266	36	91.538261	25-21-00-37
5	1	1	1	19	2	1038	1495	13	36	93.681145	1
5	1	1	1	19	3	1195	1495	13	36	93.681145	1
5	1	1	1	19	4	1926	1503	268	36	92.810059	25-21-00-87
5	1	1	1	19	5	2228	1483	30	72	92.863792	|
5	1	1	1	19	6	2299	1503	87	36	92.485542	-201
5	1	1	1	19	7	2531	1503	13	36	89.306458	1
4	1	1	1	20	0	465	1567	2079	46	-1	
5	1	1	1	20	1	465	1567	331	36	89.920677	120-29068-075
5	1	1	1	20	2	1926	1577	117	36	69.657974	25-21
5	1	1	1	20	3	2055	1577	132	36	69.657974	-00-91
5	1	1	1	20	4	2319	1577	76	36	96.974136	190
5	1	1	1	20	5	2531	1577	13	36	91.817215	1
4	1	1	1	21	0	590	1639	1954	47	-1	
5	1	1	1	21	1	590	1639	303	36	86.127052	25-21-00-31A
5	1	1	1	21	2	1038	1639	13	36	95.668633	1
5	1	1	1	21	3	1195	1639	13	36	95.668633	1
5	1	1	1	21	4	1926	1650	269	36	92.645409	25-21-00-95
5	1	1	1	21	5	2315	1650	80	36	96.830322	230
5	1	1	1	21	6	2531	1650	13	36	84.829529	1
4	1	1	1	22	0	590	1711	1954	48	-1	
5	1	1	1	22	1	590	1711	268	36	91.379982	25-21-00-34
5	1	1	1	22	2	1038	1711	13	36	96.091782	1
5	1	1	1	22	3	1195	1711	13	36	96.091782	1
5	1	1	1	22	4	1926	1723	269	36	91.826233	25-21-00-98
5	1	1	1	22	5	2239	1707	29	68	66.290680	|
5	1	1	1	22	6	2315	1723	80	36	96.069466	230
5	1	1	1	22	7	2531	1723	13	36	87.344368	1
4	1	1	1	23	0	465	1782	2079	51	-1	
5	1	1	1	23	1	465	1782	330	36	90.317116	120-29068-077
5	1	1	1	23	2	1926	1797	288	36	63.542515	25-21-00-101}
5	1	1	1	23	3	2315	1797	80	36	90.633301	200
5	1	1	1	23	4	2531	1797	13	36	87.903778	1
4	1	1	1	24	0	590	1854	1534	52	-1	
5	1	1	1	24	1	590	1854	268	36	91.919296	25-21-00-29
5	1	1	1	24	2	1038	1854	13	36	96.648041	1
