level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3205	4146	-1	
2	1	1	0	0	0	233	56	2526	3936	-1	
3	1	1	1	0	0	233	56	2526	3936	-1	
4	1	1	1	1	0	1217	56	560	146	-1	
5	1	1	1	1	1	1217	56	146	146	57.113590	-<€
5	1	1	1	1	2	1411	108	366	40	96.566917	EMBRAER
4	1	1	1	2	0	1168	224	662	41	-1	
5	1	1	1	2	1	1168	224	328	41	95.945015	MAINTENANCE
5	1	1	1	2	2	1513	225	191	40	96.467644	MANUAL
5	1	1	1	2	3	1718	225	112	39	96.165459	WITH
4	1	1	1	3	0	1211	286	576	41	-1	
5	1	1	1	3	1	1211	286	304	41	95.949944	ILLUSTRATED
5	1	1	1	3	2	1534	286	144	41	96.690910	PARTS
5	1	1	1	3	3	1695	286	92	41	96.787544	LIST
4	1	1	1	4	0	233	402	1595	42	-1	
5	1	1	1	4	1	233	402	257	42	96.024353	CHAPTER
5	1	1	1	4	2	1571	402	257	42	96.070747	CHAPTER
4	1	1	1	5	0	233	475	1576	42	-1	
5	1	1	1	5	1	233	475	238	42	96.156906	SECTION
5	1	1	1	5	2	1571	475	238	42	96.295692	SECTION
4	1	1	1	6	0	233	548	2430	60	-1	
5	1	1	1	6	1	233	551	246	42	96.263641	SUBJECT
5	1	1	1	6	2	839	551	142	42	96.460114	PAGE
5	1	1	1	6	3	1201	548	150	60	96.476608	DATE
5	1	1	1	6	4	1571	551	246	42	96.318169	SUBJECT
5	1	1	1	6	5	2165	551	142	42	96.633629	PAGE
5	1	1	1	6	6	2519	552	144	48	96.253769	DATE
4	1	1	1	7	0	240	693	2503	52	-1	
5	1	1	1	7	1	240	694	158	40	91.225403	25-IPL
5	1	1	1	7	2	857	694	146	40	92.808220	1140B
5	1	1	1	7	3	1185	694	83	41	94.933289	Jan
5	1	1	1	7	4	1293	694	122	40	96.492401	15/01
5	1	1	1	7	5	1561	694	158	40	91.992149	25-IPL
5	1	1	1	7	6	2179	695	109	39	96.901009	1164
5	1	1	1	7	7	2498	693	94	52	95.670532	Sep
5	1	1	1	7	8	2611	694	132	40	96.965576	30/98
4	1	1	1	8	0	240	766	2503	52	-1	
5	1	1	1	8	1	240	767	158	40	91.203262	25-IPL
5	1	1	1	8	2	855	766	149	42	92.227638	1140C
5	1	1	1	8	3	1186	767	83	41	96.941307	Jan
5	1	1	1	8	4	1293	767	122	40	96.014885	15/01
5	1	1	1	8	5	1561	767	158	40	91.203262	25-IPL
5	1	1	1	8	6	2179	768	109	39	96.915176	1165
5	1	1	1	8	7	2498	766	94	52	95.670532	Sep
5	1	1	1	8	8	2611	767	132	40	96.965576	30/98
4	1	1	1	9	0	240	840	2503	52	-1	
5	1	1	1	9	1	240	841	158	40	91.225403	25-IPL
5	1	1	1	9	2	855	841	149	40	92.669411	1140D
5	1	1	1	9	3	1021	841	128	40	96.521568	blank
5	1	1	1	9	4	1185	841	83	41	96.521568	Jan
5	1	1	1	9	5	1293	841	122	40	96.428741	15/01
5	1	1	1	9	6	1561	841	158	40	91.992149	25-IPL
5	1	1	1	9	7	2179	842	109	39	96.660500	1166
5	1	1	1	9	8	2498	840	94	52	95.670532	Sep
5	1	1	1	9	9	2611	841	132	40	96.965576	30/98
4	1	1	1	10	0	240	913	2503	52	-1	
5	1	1	1	10	1	240	914	158	40	91.225403	25-IPL
5	1	1	1	10	2	858	915	103	39	96.816895	1141
5	1	1	1	10	3	1177	913	94	52	95.670532	Sep
5	1	1	1	10	4	1290	914	132	40	96.965576	30/98
5	1	1	1	10	5	1561	914	158	40	91.992149	25-IPL
5	1	1	1	10	6	2179	915	109	39	96.875610	1167
5	1	1	1	10	7	2498	913	94	52	95.670532	Sep
5	1	1	1	10	8	2611	914	132	40	96.965576	30/98
4	1	1	1	11	0	240	986	2503	52	-1	
5	1	1	1	11	1	240	987	158	40	91.225403	25-IPL
5	1	1	1	11	2	858	988	110	39	96.762810	1142
5	1	1	1	11	3	1177	986	94	52	95.670532	Sep
5	1	1	1	11	4	1290	987	132	40	96.965576	30/98
5	1	1	1	11	5	1561	987	158	40	91.992149	25-IPL
5	1	1	1	11	6	2179	988	109	39	96.865250	1168
5	1	1	1	11	7	2498	986	94	52	95.670532	Sep
5	1	1	1	11	8	2611	987	132	40	96.965576	30/98
4	1	1	1	12	0	240	1060	2503	52	-1	
5	1	1	1	12	1	240	1061	158	40	91.225403	25-IPL
5	1	1	1	12	2	858	1062	110	39	96.927299	1143
5	1	1	1	12	3	1185	1061	83	41	95.676262	Jan
5	1	1	1	12	4	1293	1061	122	40	96.324165	15/01
5	1	1	1	12	5	1561	1061	158	40	91.992149	25-IPL
5	1	1	1	12	6	2179	1062	109	39	96.787361	1169
5	1	1	1	12	7	2498	1060	94	52	95.670532	Sep
5	1	1	1	12	8	2611	1061	132	40	96.965576	30/98
4	1	1	1	13	0	240	1133	2503	52	-1	
5	1	1	1	13	1	240	1134	158	40	91.225403	25-IPL
5	1	1	1	13	2	858	1135	110	39	96.339104	1144
5	1	1	1	13	3	1185	1134	83	41	95.676262	Jan
5	1	1	1	13	4	1293	1134	122	40	96.324165	15/01
5	1	1	1	13	5	1561	1134	158	40	91.992149	25-IPL
5	1	1	1	13	6	2179	1135	109	39	96.758179	1170
5	1	1	1	13	7	2498	1133	94	52	95.670532	Sep
5	1	1	1	13	8	2611	1134	132	40	96.965576	30/98
4	1	1	1	14	0	240	1206	2503	52	-1	
5	1	1	1	14	1	240	1207	158	40	91.225403	25-IPL
5	1	1	1	14	2	857	1207	147	40	90.850868	1144A
5	1	1	1	14	3	1185	1207	83	41	95.676262	Jan
5	1	1	1	14	4	1293	1207	122	40	96.324165	15/01
5	1	1	1	14	5	1561	1207	158	40	91.992149	25-IPL
5	1	1	1	14	6	2179	1208	102	39	96.608505	1171
5	1	1	1	14	7	2498	1206	94	52	95.670532	Sep
5	1	1	1	14	8	2611	1207	132	40	96.965576	30/98
4	1	1	1	15	0	240	1280	2503	52	-1	
5	1	1	1	15	1	240	1281	158	40	91.225403	25-IPL
5	1	1	1	15	2	857	1281	146	40	92.929108	1144B
5	1	1	1	15	3	1185	1281	83	41	95.676262	Jan
5	1	1	1	15	4	1293	1281	122	40	96.324165	15/01
5	1	1	1	15	5	1561	1281	158	40	91.992149	25-IPL
5	1	1	1	15	6	2179	1282	109	39	96.509064	1172
5	1	1	1	15	7	2498	1280	94	52	95.670532	Sep
5	1	1	1	15	8	2611	1281	132	40	96.965576	30/98
4	1	1	1	16	0	240	1353	2503	52	-1	
5	1	1	1	16	1	240	1354	158	40	91.203262	25-IPL
5	1	1	1	16	2	855	1353	149	42	90.034943	1144C
5	1	1	1	16	3	1186	1354	83	41	96.941307	Jan
5	1	1	1	16	4	1293	1354	122	40	96.014885	15/01
5	1	1	1	16	5	1561	1354	158	40	91.203262	25-IPL
5	1	1	1	16	6	2179	1355	109	39	96.735382	1173
5	1	1	1	16	7	2498	1353	94	52	95.670532	Sep
5	1	1	1	16	8	2611	1354	132	40	96.965576	30/98
4	1	1	1	17	0	240	1426	2503	52	-1	
5	1	1	1	17	1	240	1427	158	40	91.225403	25-IPL
5	1	1	1	17	2	855	1427	149	40	92.454880	1144D
5	1	1	1	17	3	1021	1427	128	40	95.561890	blank
5	1	1	1	17	4	1185	1427	83	41	95.561890	Jan
5	1	1	1	17	5	1293	1427	122	40	96.662636	15/01
5	1	1	1	17	6	1561	1427	158	40	91.992149	25-IPL
5	1	1	1	17	7	2179	1428	109	39	96.278130	1174
5	1	1	1	17	8	2498	1426	94	52	95.670532	Sep
5	1	1	1	17	9	2611	1427	132	40	96.965576	30/98
4	1	1	1	18	0	240	1500	2503	52	-1	
5	1	1	1	18	1	240	1501	158	40	91.225403	25-IPL
5	1	1	1	18	2	858	1502	110	39	96.755142	1145
5	1	1	1	18	3	1177	1500	94	52	95.670532	Sep
5	1	1	1	18	4	1290	1501	132	40	96.965576	30/98
5	1	1	1	18	5	1561	1501	158	40	91.992149	25-IPL
5	1	1	1	18	6	2179	1502	109	39	96.416931	1175
5	1	1	1	18	7	2498	1500	94	52	95.670532	Sep
