level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3205	4146	-1	
2	1	1	0	0	0	450	56	2541	3995	-1	
3	1	1	1	0	0	450	56	2541	3995	-1	
4	1	1	1	1	0	1425	56	560	145	-1	
5	1	1	1	1	1	1425	56	145	145	39.877213	-<€
5	1	1	1	1	2	1619	107	366	41	96.379997	EMBRAER
4	1	1	1	2	0	1376	224	662	41	-1	
5	1	1	1	2	1	1376	224	328	41	96.459206	MAINTENANCE
5	1	1	1	2	2	1721	225	191	40	96.806374	MANUAL
5	1	1	1	2	3	1926	225	112	39	96.721336	WITH
4	1	1	1	3	0	1419	287	577	41	-1	
5	1	1	1	3	1	1419	287	304	41	96.646492	ILLUSTRATED
5	1	1	1	3	2	1741	287	144	41	96.836700	PARTS
5	1	1	1	3	3	1903	287	93	41	96.824127	LIST
4	1	1	1	4	0	450	420	2520	181	-1	
5	1	1	1	4	1	450	420	1191	179	0.000000	[ewsesuina|
5	1	1	1	4	2	997	416	246	245	0.000000	magiy
5	1	1	1	4	3	1323	416	267	245	0.000000	[undin
5	1	1	1	4	4	1630	416	62	245	71.163574	|
5	1	1	1	4	5	1752	416	818	245	0.000000	[ensesunne|vefiiy
5	1	1	1	4	6	2651	416	307	245	52.452602	[iin
4	1	1	1	5	0	1115	484	1740	39	-1	
5	1	1	1	5	1	1115	486	90	34	96.609344	PER
5	1	1	1	5	2	1367	484	159	36	96.590767	STOCK
5	1	1	1	5	3	2443	489	90	34	96.817017	PER
5	1	1	1	5	4	2695	487	160	36	96.341095	STOCK
4	1	1	1	6	0	542	537	2352	40	-1	
5	1	1	1	6	1	542	537	354	36	91.143181	CH-SEC-UN-FIG
5	1	1	1	6	2	910	533	20	58	55.293297	|}
5	1	1	1	6	3	981	538	104	34	0.000000	ITEM]
5	1	1	1	6	4	1111	538	124	36	91.922516	ASSY
5	1	1	1	6	5	1369	537	196	35	96.646255	NUMBER
5	1	1	1	6	6	1870	541	354	36	91.423569	CH-SEC-UN-FIG
5	1	1	1	6	7	2241	537	33	55	65.676292	|
5	1	1	1	6	8	2302	542	104	34	78.943268	ITEM]
5	1	1	1	6	9	2439	541	124	36	91.912155	ASSY
5	1	1	1	6	10	2697	540	197	35	96.669685	NUMBER
4	1	1	1	7	0	465	624	323	36	-1	
5	1	1	1	7	1	465	624	323	36	90.596878	120-29083-001
4	1	1	1	8	0	590	697	626	36	-1	
5	1	1	1	8	1	590	697	296	36	89.807480	25-21-00-106
5	1	1	1	8	2	912	693	24	56	90.620560	|
5	1	1	1	8	3	979	697	80	36	95.612122	250
5	1	1	1	8	4	1191	697	25	36	97.004745	4
4	1	1	1	9	0	465	770	323	36	-1	
5	1	1	1	9	1	465	770	323	36	91.052078	120-29093-001
4	1	1	1	10	0	590	844	618	36	-1	
5	1	1	1	10	1	590	844	268	36	91.150726	25-21-00-79
5	1	1	1	10	2	983	844	76	36	96.866257	150
5	1	1	1	10	3	1195	844	13	36	91.486755	1
4	1	1	1	11	0	590	917	618	36	-1	
5	1	1	1	11	1	590	917	117	36	0.000000	25-2
5	1	1	1	11	2	718	917	140	36	0.000000	1-00-80
5	1	1	1	11	3	983	917	76	36	95.906517	160
5	1	1	1	11	4	1195	917	13	36	91.486755	1
4	1	1	1	12	0	590	990	618	36	-1	
5	1	1	1	12	1	590	990	260	36	90.042488	25-21-00-81
5	1	1	1	12	2	983	990	76	36	95.906517	160
5	1	1	1	12	3	1195	990	13	36	91.486755	1
4	1	1	1	13	0	590	1064	618	36	-1	
5	1	1	1	13	1	590	1064	117	36	1.745232	25-2
5	1	1	1	13	2	718	1064	139	36	1.745232	1-00-82
5	1	1	1	13	3	983	1064	76	36	96.273361	140
5	1	1	1	13	4	1195	1064	13	36	91.486755	1
4	1	1	1	14	0	590	1137	618	36	-1	
5	1	1	1	14	1	590	1137	268	36	88.397446	25-21-00-83
5	1	1	1	14	2	983	1137	76	36	95.906517	160
5	1	1	1	14	3	1195	1137	13	36	91.486755	1
4	1	1	1	15	0	590	1210	618	36	-1	
5	1	1	1	15	1	590	1210	117	36	1.161148	25-2
5	1	1	1	15	2	718	1210	140	36	1.161148	1-00-84
5	1	1	1	15	3	983	1210	76	36	95.906517	160
5	1	1	1	15	4	1195	1210	13	36	91.486755	1
4	1	1	1	16	0	590	1284	618	36	-1	
5	1	1	1	16	1	590	1284	268	36	88.419403	25-21-00-85
5	1	1	1	16	2	983	1284	76	36	95.906517	160
5	1	1	1	16	3	1195	1284	13	36	91.486755	1
4	1	1	1	17	0	590	1357	618	36	-1	
5	1	1	1	17	1	590	1357	117	36	0.000000	25-2
5	1	1	1	17	2	718	1357	140	36	0.000000	1-00-86
5	1	1	1	17	3	983	1357	76	36	96.273361	140
5	1	1	1	17	4	1195	1357	13	36	91.486755	1
4	1	1	1	18	0	468	3844	2128	101	-1	
5	1	1	1	18	1	468	3848	357	42	92.971207	EFFECTIVITY:
5	1	1	1	18	2	845	3849	96	40	96.973244	ALL
5	1	1	1	18	3	2064	3844	64	99	94.945099	2
5	1	1	1	18	4	2138	3844	186	101	79.938622	5-2
5	1	1	1	18	5	2341	3844	43	99	90.501472	1
5	1	1	1	18	6	2412	3844	184	101	91.605789	-00
4	1	1	1	19	0	2643	3939	347	51	-1	
5	1	1	1	19	1	2643	3939	123	51	92.977188	Page
5	1	1	1	19	2	2788	3939	202	40	92.653015	1014A/B
4	1	1	1	20	0	2076	4010	915	41	-1	
5	1	1	1	20	1	2076	4011	95	40	90.341003	T.P.
5	1	1	1	20	2	2197	4011	221	40	90.673126	120/1176
5	1	1	1	20	3	2772	4010	64	41	91.141556	Jul
5	1	1	1	20	4	2859	4010	132	40	91.141556	30/02
