level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3199	4141	-1	
2	1	1	0	0	0	122	51	2634	3995	-1	
3	1	1	1	0	0	122	51	2634	3995	-1	
4	1	1	1	1	0	1217	51	560	145	-1	
5	1	1	1	1	1	1217	51	140	145	41.586998	-<
5	1	1	1	1	2	1411	103	366	40	96.474068	EMBRAER
4	1	1	1	2	0	1167	219	663	41	-1	
5	1	1	1	2	1	1167	219	329	41	96.871544	MAINTENANCE
5	1	1	1	2	2	1512	220	192	40	96.695351	MANUAL
5	1	1	1	2	3	1717	220	113	39	96.304344	WITH
4	1	1	1	3	0	1206	282	587	41	-1	
5	1	1	1	3	1	1206	282	310	41	96.951134	ILLUSTRATED
5	1	1	1	3	2	1533	282	148	41	96.966751	PARTS
5	1	1	1	3	3	1699	282	94	41	96.970726	LIST
4	1	1	1	4	0	236	428	2520	181	-1	
5	1	1	1	4	1	232	424	41	244	0.000000	[
5	1	1	1	4	2	236	428	1192	178	0.000000	cwsecuwra|
5	1	1	1	4	3	780	424	225	244	42.292503	rags
5	1	1	1	4	4	1106	424	265	244	35.281174	fesse
5	1	1	1	4	5	1411	424	62	244	63.101700	|
5	1	1	1	4	6	1564	430	1192	179	0.000000	[secu]
5	1	1	1	4	7	2102	424	225	244	0.000000	nese
5	1	1	1	4	8	2427	430	327	179	24.952499	[Rie
4	1	1	1	5	0	902	491	1739	39	-1	
5	1	1	1	5	1	902	494	89	34	96.749008	PER
5	1	1	1	5	2	1153	491	160	36	96.341095	STOCK
5	1	1	1	5	3	2229	496	90	34	96.784386	PER
5	1	1	1	5	4	2481	494	160	36	96.341095	STOCK
4	1	1	1	6	0	329	545	2351	39	-1	
5	1	1	1	6	1	329	545	352	36	91.933052	CH-SEC-UN-FIG
5	1	1	1	6	2	700	541	29	55	64.685005	|
5	1	1	1	6	3	767	546	104	34	74.224442	ITEM]
5	1	1	1	6	4	898	546	123	36	91.433701	ASSY
5	1	1	1	6	5	1155	545	197	35	96.791519	NUMBER
5	1	1	1	6	6	1656	547	354	36	92.223053	CH-SEC-UN-FIG
5	1	1	1	6	7	2027	543	29	55	73.346977	|
5	1	1	1	6	8	2089	548	103	34	59.776440	ITEM]
5	1	1	1	6	9	2225	548	124	36	89.607452	ASSY
5	1	1	1	6	10	2483	547	197	35	96.738617	NUMBER
4	1	1	1	7	0	257	624	1659	36	-1	
5	1	1	1	7	1	257	624	323	36	89.347015	120-33774-001
5	1	1	1	7	2	1593	624	323	36	89.951378	120-33774-001
4	1	1	1	8	0	382	697	1961	36	-1	
5	1	1	1	8	1	382	697	268	36	92.535667	25-21-00-10
5	1	1	1	8	2	798	697	53	36	96.822075	20
5	1	1	1	8	3	987	697	13	36	91.486755	1
5	1	1	1	8	4	1718	697	116	36	1.411667	25-21
5	1	1	1	8	5	1846	697	141	36	1.411667	-00-59
5	1	1	1	8	6	2138	697	49	36	96.971764	10
5	1	1	1	8	7	2319	697	24	36	96.976143	2
4	1	1	1	9	0	382	770	1961	36	-1	
5	1	1	1	9	1	382	770	116	36	33.499611	25-21
5	1	1	1	9	2	510	770	129	36	33.499611	-00-11
