src/trace_net/writing/trace_net_answer_composer.py	src/trace_net/writing/answer_composers/trace_net_answer_composer.py	Deterministically composes an answer draft (JSON/MD/HTML + graph) from grouped TRACE-Net search results.
src/trace_net/writing/trace_net_citation_answer_draft_v1.py	src/trace_net/writing/answer_composers/trace_net_citation_answer_draft_v1.py	Builds citation-backed draft claims from a source-resolved context pack; a deterministic answer/claim composer.
src/trace_net/writing/trace_net_engineering_answer_composer_v1.py	src/trace_net/writing/answer_composers/trace_net_engineering_answer_composer_v1.py	Composes an engineering answer from a context pack's proof/guidance records with a citation quality gate.
src/trace_net/writing/trace_net_engineering_intent_answer_composer_v1.py	src/trace_net/writing/answer_composers/trace_net_engineering_intent_answer_composer_v1.py	Post-composer that rewrites the engineering answer by detected question intent (interchangeability, limits, comparison).
src/trace_net/writing/trace_net_fast_answer_composer_v1.py	src/trace_net/writing/answer_composers/trace_net_fast_answer_composer_v1.py	Deterministic fast answer composer from anchor-aware context (direct/variant/neighbor evidence) with violation checks.
src/trace_net/writing/trace_net_part_family_fast_answer_composer_v1.py	src/trace_net/writing/answer_composers/trace_net_part_family_fast_answer_composer_v1.py	Deterministic composer that builds a cited answer for part-family questions from cached context records.
src/trace_net/writing/trace_net_engineering_answer_runner_v1.py	src/trace_net/writing/orchestration/trace_net_engineering_answer_runner_v1.py	Orchestrates the planner -> context-pack -> composer engineering pipeline and rolls up stage quality.
src/trace_net/writing/trace_net_engineering_question_orchestrator_v1.py	src/trace_net/writing/orchestration/trace_net_engineering_question_orchestrator_v1.py	Single-command question lookup that matches a question to an already-gated draft; controlled pipeline entry point.
src/trace_net/writing/trace_net_engineering_reasoning_kernel_v1.py	src/trace_net/writing/orchestration/trace_net_engineering_reasoning_kernel_v1.py	Builds engineering reasoning playbooks, example cards, intent plans, and query-plan templates that drive the question pipeline.
src/trace_net/writing/trace_net_engineering_gemma_draft_adapter_v1.py	src/trace_net/writing/gemma_drafting/trace_net_engineering_gemma_draft_adapter_v1.py	Converts approved draft packets into Ollama/OpenAI-compatible Gemma request payloads (no calls sent).
src/trace_net/writing/trace_net_engineering_gemma_draft_retry_prompt_v1.py	src/trace_net/writing/gemma_drafting/trace_net_engineering_gemma_draft_retry_prompt_v1.py	Builds stricter/shorter Gemma retry request payloads for drafts blocked by the final gate.
src/trace_net/writing/trace_net_engineering_gemma_draft_runner_v1.py	src/trace_net/writing/gemma_drafting/trace_net_engineering_gemma_draft_runner_v1.py	Executes Gemma draft request payloads against the local endpoint and saves draft responses.
src/trace_net/writing/trace_net_v2_gemma_summary_sample_runner_v1.py	src/trace_net/writing/gemma_drafting/trace_net_v2_gemma_summary_sample_runner_v1.py	Laptop-safe runner that calls Gemma via Ollama to generate V2 page-summary guidance cards.
src/trace_net/writing/trace_net_h30_public_answer_contract_v1.py	src/trace_net/writing/answer_contracts/trace_net_h30_public_answer_contract_v1.py	Canonical shared parser/renderer/validator for the public Answer/Evidence/Limits contract; imported by the renderers.
