src/trace_net/visual/graph_visualization.py	src/trace_net/visual/graph_visualization.py	Standalone HTML graph/trait dashboard exporter; not VQA and fits no sub-leaf, so folded to visual/ root
src/trace_net/visual/page_image_recognition.py	src/trace_net/visual/page_recognition/page_image_recognition.py	Pixel-level ink/blank/table/figure feature analysis of TIFF pages
src/trace_net/visual/quality/page_image_recognition_quality.py	src/trace_net/visual/page_recognition/page_image_recognition_quality.py	Quality gate over the page_image_recognition audit
src/trace_net/visual/page_visual_object_audit.py	src/trace_net/visual/page_recognition/page_visual_object_audit.py	Audits figure/table/part/sheet references from OCR+context per page
src/trace_net/visual/quality/page_visual_object_quality.py	src/trace_net/visual/page_recognition/page_visual_object_quality.py	Quality gate over the page_visual_object audit
src/trace_net/visual/trace_net_e2e_corrected_visual_context_builder_v35_4.py	src/trace_net/visual/context_builder/trace_net_e2e_corrected_visual_context_builder_v35_4.py	Builds guidance-only visual-context cards from calibrated cascade route decisions
src/trace_net/visual/trace_net_e2e_route_brain_image_page_audit_v35_1.py	src/trace_net/visual/context_builder/trace_net_e2e_route_brain_image_page_audit_v35_1.py	Route-brain audit correcting image_visual routing vs manual diagram truthset; feeds the context builders
src/trace_net/visual/trace_net_e2e_route_scoped_visual_context_builder_v35.py	src/trace_net/visual/context_builder/trace_net_e2e_route_scoped_visual_context_builder_v35.py	Builds route-scoped visual-context cards from route manifest with lightweight image fallback
src/trace_net/visual/trace_net_fast_chat_runner_image_route_integrator_v1.py	src/trace_net/visual/answer_composer/trace_net_fast_chat_runner_image_route_integrator_v1.py	Source-patches the fast chat runner to wire the image_or_diagram answer route
src/trace_net/visual/trace_net_figure_chart_understanding_v1.py	src/trace_net/visual/understanding/trace_net_figure_chart_understanding_v1.py	Classifies figure/chart/diagram visual elements and plans graph attachment (retrieval-only)
src/trace_net/visual/trace_net_figure_item_fast_answer_composer_v1.py	src/trace_net/visual/answer_composer/trace_net_figure_item_fast_answer_composer_v1.py	Composes cited figure/item answers from cached context records
src/trace_net/visual/trace_net_h39a_whole_page_vision_summary_v1.py	src/trace_net/visual/observers/trace_net_h39a_whole_page_vision_summary_v1.py	Calls Ollama vision for whole-page engineering summaries of image_visual pages
src/trace_net/visual/trace_net_human_review_queue_v1.py	src/trace_net/visual/trace_net_human_review_queue_v1.py	Cross-cutting review-queue aggregator over many artifacts; fits no single visual sub-leaf, folded to visual/ root
src/trace_net/visual/trace_net_image_diagram_fast_answer_composer_v1.py	src/trace_net/visual/answer_composer/trace_net_image_diagram_fast_answer_composer_v1.py	Composes cited image/diagram answers from the visual evidence pack
src/trace_net/visual/trace_net_image_diagram_fast_answer_composer_v1_check.py	src/trace_net/visual/answer_composer/trace_net_image_diagram_fast_answer_composer_v1_check.py	Quality checker for the image/diagram fast answer composer
src/trace_net/visual/trace_net_image_route_fast_chat_adapter_v1.py	src/trace_net/visual/answer_composer/trace_net_image_route_fast_chat_adapter_v1.py	Adapter turning image visual evidence into a fast-chat cited answer
src/trace_net/visual/quality/trace_net_image_route_multi_route_quality_gate_v1.py	src/trace_net/visual/answer_composer/trace_net_image_route_multi_route_quality_gate_v1.py	Quality gate over the image-route adapter answer
src/trace_net/visual/trace_net_image_visual_evidence_nomenclature_merger_v1.py	src/trace_net/visual/evidence_pack/trace_net_image_visual_evidence_nomenclature_merger_v1.py	Merges OCR-backed nomenclature into the image visual evidence pack
src/trace_net/visual/trace_net_image_visual_evidence_pack_v1.py	src/trace_net/visual/evidence_pack/trace_net_image_visual_evidence_pack_v1.py	Packages LLaVA/OCR/linker records into citation-labelled visual evidence records
src/trace_net/visual/trace_net_image_visual_evidence_pack_v1_check.py	src/trace_net/visual/evidence_pack/trace_net_image_visual_evidence_pack_v1_check.py	Quality checker for the image visual evidence pack
src/trace_net/visual/trace_net_image_visual_summary_v1.py	src/trace_net/visual/observers/trace_net_image_visual_summary_v1.py	Builds vision-observer summary cards with prompt-leak cleanup and semantic OCR validation
src/trace_net/visual/trace_net_llava_visual_summary_batch_v1.py	src/trace_net/visual/observers/trace_net_llava_visual_summary_batch_v1.py	Batch LLaVA/Ollama vision observation cards from page-image jobs
src/trace_net/visual/trace_net_llava_visual_summary_batch_v1_check.py	src/trace_net/visual/observers/trace_net_llava_visual_summary_batch_v1_check.py	Quality checker for the LLaVA visual summary batch
